INDEX,UTM_X,UTM_Y,LON,LAT
0,250204.63152266384,3688246.6356528895,126.317125,33.3044035
1,250204.78468553835,3688246.508965459,126.31712667844198,33.304402397000004
2,250204.94225520888,3688246.385601235,126.31712840326604,33.304401324000004
3,250205.08118874472,3688246.251873605,126.3171299309448,33.30440015
4,250205.24335563832,3688246.131091523,126.3171317046612,33.3043991
5,250205.38706196065,3688245.9985086615,126.31713328287375,33.30439794
6,250205.5336022432,3688245.863039372,126.31713489265071,33.30439675
7,250205.6794968424,3688245.724962396,126.3171365,33.30439554
8,250205.8333,3688245.5931386417,126.31713818335167,33.304394386000006
9,250205.9740257814,3688245.450434543,126.31713973237017,33.304393133000005
10,250206.1253501869,3688245.315,126.3171413933254,33.30439195
11,250206.2732943601,3688245.1788740554,126.317143,33.30439076
12,250206.41548046723,3688245.039399116,126.31714458268604,33.30438953
13,250206.56939786827,3688244.9107875726,126.31714626977792,33.30438841
14,250206.76055614508,3688244.843004575,126.3171483395446,33.304387838000004
15,250206.93312488863,3688244.7354722233,126.31715022094076,33.30438692
16,250207.09145810307,3688244.608226112,126.31715195494444,33.3043858
17,250207.23377498784,3688244.485388671,126.31715351596462,33.30438473
18,250207.38012712589,3688244.347313668,126.31715512438848,33.30438352
19,250207.5358,3688244.225391085,126.31715682856036,33.30438245
20,250207.6910516874,3688244.097715727,126.3171585295744,33.30438134
21,250207.83853015967,3688243.9618904553,126.3171601495236,33.30438015
22,250207.9858660824,3688243.8264283896,126.31716176784984,33.304378963999994
23,250208.1345706253,3688243.7020363417,126.31716339779712,33.30437788
24,250208.28891840408,3688243.575963279,126.3171650888197,33.30437678
25,250208.41907549647,3688243.4283864647,126.31716652606468,33.30437548
26,250208.5619998921,3688243.288959024,126.31716809817075,33.30437425
27,250208.7088085341,3688243.1519008186,126.31716971127322,33.30437306
28,250208.84282359207,3688243.018580072,126.3171711860542,33.30437189
29,250208.98542900616,3688242.881450346,126.31717275410216,33.304370682999995
30,250209.12514034144,3688242.757756541,126.31717428719104,33.3043696
31,250209.25791746244,3688242.610651461,126.31717575280572,33.30436831
32,250209.39781147047,3688242.466364176,126.31717729356508,33.30436703
33,250209.53839073016,3688242.3237383296,126.31717884134856,33.30436578
34,250209.68382645995,3688242.1842204463,126.31718044041712,33.30436456
35,250209.83165431893,3688242.046097387,126.3171820647495,33.30436336
36,250209.97318534905,3688241.912,126.31718362044268,33.30436217
37,250210.1069,3688241.7611581753,126.31718509675234,33.30436085
38,250210.25022687443,3688241.6208232576,126.3171867,33.30435962
39,250210.3720038373,3688241.4639203097,126.31718802348428,33.30435823
40,250210.50439855337,3688241.317161754,126.31718948456744,33.304356940000005
41,250210.6376003532,3688241.168399512,126.31719095489863,33.30435563
42,250210.76106971697,3688241.015917756,126.3171923216794,33.30435428
43,250210.90658587168,3688240.878443111,126.31719392117428,33.30435308
44,250211.0502633851,3688240.742505273,126.31719550047352,33.30435189
45,250211.17442005328,3688240.5870955936,126.3171968754879,33.30435052
46,250211.30896515743,3688240.444623508,126.31719835849847,33.30434926
47,250211.44617021788,3688240.302083865,126.31719987005874,33.304348008999995
48,250211.5776,3688240.1542887287,126.3172013212998,33.30434672
49,250211.71041718044,3688240.007105436,126.31720278691688,33.30434541
50,250211.83529424213,3688239.8503775806,126.31720417006136,33.30434403
51,250211.95518310045,3688239.6969065466,126.31720549891084,33.30434268
52,250212.09015018216,3688239.548682215,126.3172069879498,33.30434137
53,250212.21300159392,3688239.390506896,126.31720834988889,33.30433998
54,250212.32976379056,3688239.2286224784,126.31720964737916,33.30433855
55,250212.45717924897,3688239.078195784,126.3172110561476,33.30433722
56,250212.57565369856,3688238.9187748223,126.3172123713628,33.30433581
57,250212.69367690003,3688238.7586628655,126.31721368196024,33.304334399000005
58,250212.8209058557,3688238.6062592696,126.31721508922472,33.304333056000004
